"R0000100","T4924900","T4925100","T4925300","T4925600","T4925700"
6281,-5,-5,-5,-5,-5
6282,0,-4,-4,-4,-4
6283,38000,-4,-4,-4,-4
6284,-5,-5,-5,-5,-5
6285,-4,-4,-4,-4,-4
6286,-1,-4,-4,-4,-4
6287,44000,-4,-4,-4,-4
6288,-5,-5,-5,-5,-5
6289,-4,-4,-4,-4,-4
6290,-4,-4,-4,-4,-4
6291,-4,-4,-4,-4,-4
6292,-4,-4,-4,-4,-4
6293,-4,-4,-4,-4,-4
6294,-4,-4,-4,-4,-4
6295,-4,-4,-4,-4,-4
6296,-4,-4,-4,-4,-4
6297,-4,-4,-4,-4,-4
6298,-4,-4,-4,-4,-4
6299,50000,-4,-4,-4,-4
6300,-4,-4,-4,-4,-4
6301,74000,-4,-4,-4,-4
6302,-5,-5,-5,-5,-5
6303,-4,-4,-4,-4,-4
6304,-4,-4,-4,-4,-4
6305,0,-4,-4,-4,-4
6306,-4,-4,-4,-4,-4
6307,-5,-5,-5,-5,-5
6308,0,-4,-4,-4,-4
6309,-4,-4,-4,-4,-4
6310,32000,-4,-4,-4,-4
6311,-4,-4,-4,-4,-4
6312,-4,-4,-4,-4,-4
6313,-1,-4,-4,-4,-4
6314,-5,-5,-5,-5,-5
6315,-4,-4,-4,-4,-4
6316,-4,-4,-4,-4,-4
6317,-4,-4,-4,-4,-4
6318,-5,-5,-5,-5,-5
6319,-5,-5,-5,-5,-5
6320,-5,-5,-5,-5,-5
6321,0,-4,-4,-4,-4
6322,-5,-5,-5,-5,-5
6323,0,-4,-4,-4,-4
6324,50000,-4,-4,-4,-4
6325,-5,-5,-5,-5,-5
6326,-4,-4,-4,-4,-4
6327,-4,-4,-4,-4,-4
6328,-5,-5,-5,-5,-5
6329,-5,-5,-5,-5,-5
6330,-5,-5,-5,-5,-5
6331,-5,-5,-5,-5,-5
6332,-5,-5,-5,-5,-5
6333,-4,-4,-4,-4,-4
6334,30000,-4,-4,-4,-4
6335,-4,-4,-4,-4,-4
6336,35000,-4,-4,-4,-4
6337,-4,-4,-4,-4,-4
6338,-4,-4,-4,-4,-4
6339,70000,-4,-4,-4,-4
6340,41000,-4,-4,-4,-4
6341,-5,-5,-5,-5,-5
6342,0,-4,-4,-4,-4
6343,30000,-4,-4,-4,-4
6344,-4,-4,-4,-4,-4
6345,-4,-4,-4,-4,-4
6346,-4,-4,-4,-4,-4
6347,28000,-4,-4,-4,-4
6348,-5,-5,-5,-5,-5
6349,-5,-5,-5,-5,-5
6350,-5,-5,-5,-5,-5
6351,-5,-5,-5,-5,-5
6352,-4,-4,-4,-4,-4
6353,-2,60000,70000,-4,-4
6354,-5,-5,-5,-5,-5
6355,-5,-5,-5,-5,-5
6356,-4,-4,-4,-4,-4
6357,-4,-4,-4,-4,-4
6358,18000,-4,-4,-4,-4
6359,-4,-4,-4,-4,-4
6360,-5,-5,-5,-5,-5
6361,0,-4,-4,-4,-4
6362,27000,-4,-4,-4,-4
6363,-4,-4,-4,-4,-4
6364,-4,-4,-4,-4,-4
6365,-4,-4,-4,-4,-4
6366,-5,-5,-5,-5,-5
6367,-5,-5,-5,-5,-5
6368,-4,-4,-4,-4,-4
6369,-5,-5,-5,-5,-5
6370,-5,-5,-5,-5,-5
6371,-4,-4,-4,-4,-4
6372,0,-4,-4,-4,-4
6373,-4,-4,-4,-4,-4
6374,-4,-4,-4,-4,-4
6375,-4,-4,-4,-4,-4
6376,-4,-4,-4,-4,-4
6377,-4,-4,-4,-4,-4
6378,-5,-5,-5,-5,-5
6379,-4,-4,-4,-4,-4
6380,-5,-5,-5,-5,-5
6381,-4,-4,-4,-4,-4
6382,-4,-4,-4,-4,-4
6383,-4,-4,-4,-4,-4
6384,-5,-5,-5,-5,-5
6385,-4,-4,-4,-4,-4
6386,-4,-4,-4,-4,-4
6387,0,-4,-4,-4,-4
6388,-4,-4,-4,-4,-4
6389,-4,-4,-4,-4,-4
6390,-4,-4,-4,-4,-4
6391,-5,-5,-5,-5,-5
6392,-5,-5,-5,-5,-5
6393,-4,-4,-4,-4,-4
6394,-4,-4,-4,-4,-4
6395,-4,-4,-4,-4,-4
6396,70000,-4,-4,-4,-4
6397,31200,-4,-4,-4,-4
6398,-4,-4,-4,-4,-4
6399,-4,-4,-4,-4,-4
6400,-4,-4,-4,-4,-4
6401,-1,-4,-4,-4,-4
6402,-5,-5,-5,-5,-5
6403,-5,-5,-5,-5,-5
6404,-4,-4,-4,-4,-4
6405,0,-4,-4,-4,-4
6406,-4,-4,-4,-4,-4
6407,-4,-4,-4,-4,-4
6408,-5,-5,-5,-5,-5
6409,-5,-5,-5,-5,-5
6410,-4,-4,-4,-4,-4
6411,15000,-4,-4,-4,-4
6412,0,-4,-4,-4,-4
6413,-4,-4,-4,-4,-4
6414,-4,-4,-4,-4,-4
6415,-4,-4,-4,-4,-4
6416,-4,-4,-4,-4,-4
6417,-1,-4,-4,-4,-4
6418,-4,-4,-4,-4,-4
6419,-4,-4,-4,-4,-4
6420,-4,-4,-4,-4,-4
6421,-4,-4,-4,-4,-4
6422,41600,-4,-4,-4,-4
6423,-5,-5,-5,-5,-5
6424,-5,-5,-5,-5,-5
6425,-5,-5,-5,-5,-5
6426,-4,-4,-4,-4,-4
6427,-4,-4,-4,-4,-4
6428,-4,-4,-4,-4,-4
6429,40000,-4,-4,-4,-4
6430,-4,-4,-4,-4,-4
6431,-4,-4,-4,-4,-4
6432,-4,-4,-4,-4,-4
6433,25000,-4,-4,-4,-4
6434,-4,-4,-4,-4,-4
6435,-4,-4,-4,-4,-4
6436,-5,-5,-5,-5,-5
6437,-5,-5,-5,-5,-5
6438,-5,-5,-5,-5,-5
6439,-5,-5,-5,-5,-5
6440,36000,-4,-4,-4,-4
6441,-5,-5,-5,-5,-5
6442,-4,-4,-4,-4,-4
6443,-5,-5,-5,-5,-5
6444,-1,-4,-4,-4,0
6445,-4,-4,-4,-4,-4
6446,-5,-5,-5,-5,-5
6447,-5,-5,-5,-5,-5
6448,-4,-4,-4,-4,-4
6449,-4,-4,-4,-4,-4
6450,-4,-4,-4,-4,-4
6451,-4,-4,-4,-4,-4
6452,-4,-4,-4,-4,-4
6453,-4,-4,-4,-4,-4
6454,-4,-4,-4,-4,-4
6455,25000,-4,-4,-4,-4
6456,-5,-5,-5,-5,-5
6457,0,-4,-4,-4,-4
6458,-4,-4,-4,-4,-4
6459,-4,-4,-4,-4,-4
6460,-5,-5,-5,-5,-5
6461,-4,-4,-4,-4,-4
6462,160000,-4,-4,-4,-4
6463,-5,-5,-5,-5,-5
6464,-5,-5,-5,-5,-5
6465,-4,-4,-4,-4,-4
6466,-5,-5,-5,-5,-5
6467,-4,-4,-4,-4,-4
6468,-5,-5,-5,-5,-5
6469,0,-4,-4,-4,-4
6470,100000,-4,-4,-4,-4
6471,-4,-4,-4,-4,-4
6472,-4,-4,-4,-4,-4
6473,35000,-4,-4,-4,-4
6474,-4,-4,-4,-4,-4
6475,-5,-5,-5,-5,-5
6476,0,-4,-4,-4,-4
6477,-4,-4,-4,-4,-4
6478,-1,-4,-4,-4,-4
6479,-5,-5,-5,-5,-5
6480,-2,-2,-2,-4,-4
6481,-5,-5,-5,-5,-5
6482,-5,-5,-5,-5,-5
6483,-5,-5,-5,-5,-5
6484,-4,-4,-4,-4,-4
6485,-1,-4,-4,-4,-4
6486,36000,-4,-4,-4,-4
6487,-5,-5,-5,-5,-5
6488,28000,-4,-4,-4,-4
6489,-4,-4,-4,-4,-4
6490,-4,-4,-4,-4,-4
6491,-4,-4,-4,-4,-4
6492,-5,-5,-5,-5,-5
6493,-5,-5,-5,-5,-5
6494,-5,-5,-5,-5,-5
6495,-4,-4,-4,-4,-4
6496,-5,-5,-5,-5,-5
6497,-4,-4,-4,-4,-4
6498,-4,-4,-4,-4,-4
6499,0,-4,-4,-4,-4
6500,-4,-4,-4,-4,-4
6501,-5,-5,-5,-5,-5
6502,-5,-5,-5,-5,-5
6503,-5,-5,-5,-5,-5
6504,-5,-5,-5,-5,-5
6505,-4,-4,-4,-4,-4
6506,-5,-5,-5,-5,-5
6507,-4,-4,-4,-4,-4
6508,0,-4,-4,-4,-4
6509,-5,-5,-5,-5,-5
6510,0,-4,-4,-4,-4
6511,-4,-4,-4,-4,-4
6512,-5,-5,-5,-5,-5
6513,-2,-2,-2,-4,0
6514,-5,-5,-5,-5,-5
6515,-5,-5,-5,-5,-5
6516,-1,-4,-4,-4,-4
6517,-5,-5,-5,-5,-5
6518,-4,-4,-4,-4,-4
6519,-5,-5,-5,-5,-5
6520,-5,-5,-5,-5,-5
6521,-5,-5,-5,-5,-5
6522,-5,-5,-5,-5,-5
6523,-5,-5,-5,-5,-5
6524,-5,-5,-5,-5,-5
6525,-5,-5,-5,-5,-5
6526,-5,-5,-5,-5,-5
6527,-5,-5,-5,-5,-5
6528,-5,-5,-5,-5,-5
6529,-5,-5,-5,-5,-5
6530,-5,-5,-5,-5,-5
6531,-5,-5,-5,-5,-5
6532,-5,-5,-5,-5,-5
6533,-5,-5,-5,-5,-5
6534,-5,-5,-5,-5,-5
6535,-5,-5,-5,-5,-5
6536,-5,-5,-5,-5,-5
6537,-5,-5,-5,-5,-5
6538,-5,-5,-5,-5,-5
6539,-5,-5,-5,-5,-5
6540,-5,-5,-5,-5,-5
6541,-5,-5,-5,-5,-5
6542,-5,-5,-5,-5,-5
6543,-5,-5,-5,-5,-5
6544,-5,-5,-5,-5,-5
6545,-5,-5,-5,-5,-5
6546,-5,-5,-5,-5,-5
6547,-5,-5,-5,-5,-5
6548,-5,-5,-5,-5,-5
6549,-5,-5,-5,-5,-5
6550,-5,-5,-5,-5,-5
6551,-5,-5,-5,-5,-5
6552,-5,-5,-5,-5,-5
6553,-5,-5,-5,-5,-5
6554,-5,-5,-5,-5,-5
6555,-4,-4,-4,-4,-4
6556,-5,-5,-5,-5,-5
6557,-5,-5,-5,-5,-5
6558,-5,-5,-5,-5,-5
6559,-5,-5,-5,-5,-5
6560,-5,-5,-5,-5,-5
6561,-5,-5,-5,-5,-5
6562,-5,-5,-5,-5,-5
6563,-5,-5,-5,-5,-5
6564,-5,-5,-5,-5,-5
6565,-5,-5,-5,-5,-5
6566,-5,-5,-5,-5,-5
6567,-5,-5,-5,-5,-5
6568,-5,-5,-5,-5,-5
6569,-5,-5,-5,-5,-5
6570,-5,-5,-5,-5,-5
6571,-5,-5,-5,-5,-5
6572,-5,-5,-5,-5,-5
6573,-5,-5,-5,-5,-5
6574,12000,-4,-4,-4,-4
6575,-5,-5,-5,-5,-5
6576,-4,-4,-4,-4,-4
6577,-5,-5,-5,-5,-5
6578,-5,-5,-5,-5,-5
6579,-5,-5,-5,-5,-5
6580,-5,-5,-5,-5,-5
6581,-5,-5,-5,-5,-5
6582,-5,-5,-5,-5,-5
6583,-5,-5,-5,-5,-5
6584,-5,-5,-5,-5,-5
6585,-5,-5,-5,-5,-5
6586,-5,-5,-5,-5,-5
6587,-5,-5,-5,-5,-5
6588,-5,-5,-5,-5,-5
6589,-5,-5,-5,-5,-5
6590,-5,-5,-5,-5,-5
6591,-5,-5,-5,-5,-5
6592,-5,-5,-5,-5,-5
6593,0,-4,-4,-4,-4
6594,-4,-4,-4,-4,-4
6595,100000,-4,-4,-4,-4
6596,-5,-5,-5,-5,-5
6597,-5,-5,-5,-5,-5
6598,-4,-4,-4,-4,-4
6599,-4,-4,-4,-4,-4
6600,-5,-5,-5,-5,-5
6601,-5,-5,-5,-5,-5
6602,-4,-4,-4,-4,-4
6603,30000,-4,-4,-4,-4
6604,-4,-4,-4,-4,-4
6605,-4,-4,-4,-4,-4
6606,-4,-4,-4,-4,-4
6607,-5,-5,-5,-5,-5
6608,-5,-5,-5,-5,-5
6609,-5,-5,-5,-5,-5
6610,-5,-5,-5,-5,-5
6611,-5,-5,-5,-5,-5
6612,-5,-5,-5,-5,-5
6613,-5,-5,-5,-5,-5
6614,-5,-5,-5,-5,-5
6615,-5,-5,-5,-5,-5
6616,-5,-5,-5,-5,-5
6617,-4,-4,-4,-4,-4
6618,-5,-5,-5,-5,-5
6619,-5,-5,-5,-5,-5
6620,-5,-5,-5,-5,-5
6621,-5,-5,-5,-5,-5
6622,-5,-5,-5,-5,-5
6623,-5,-5,-5,-5,-5
6624,-5,-5,-5,-5,-5
6625,-5,-5,-5,-5,-5
6626,-5,-5,-5,-5,-5
6627,-5,-5,-5,-5,-5
6628,-5,-5,-5,-5,-5
6629,-5,-5,-5,-5,-5
6630,-5,-5,-5,-5,-5
6631,-5,-5,-5,-5,-5
6632,-5,-5,-5,-5,-5
6633,-5,-5,-5,-5,-5
6634,-5,-5,-5,-5,-5
6635,-5,-5,-5,-5,-5
6636,-5,-5,-5,-5,-5
6637,-5,-5,-5,-5,-5
6638,-5,-5,-5,-5,-5
6639,-5,-5,-5,-5,-5
6640,-5,-5,-5,-5,-5
6641,-5,-5,-5,-5,-5
6642,-5,-5,-5,-5,-5
6643,0,-4,-4,-4,-4
6644,-5,-5,-5,-5,-5
6645,-4,-4,-4,-4,-4
6646,-4,-4,-4,-4,-4
6647,40000,-4,-4,-4,-4
6648,500,-4,-4,-4,-4
6649,-4,-4,-4,-4,-4
6650,65000,-4,-4,-4,-4
6651,-4,-4,-4,-4,-4
6652,-4,-4,-4,-4,-4
6653,-5,-5,-5,-5,-5
6654,-4,-4,-4,-4,-4
6655,0,-4,-4,-4,-4
6656,-5,-5,-5,-5,-5
6657,-5,-5,-5,-5,-5
6658,-5,-5,-5,-5,-5
6659,24000,-4,-4,-4,-4
6660,-5,-5,-5,-5,-5
6661,-4,-4,-4,-4,-4
6662,-5,-5,-5,-5,-5
6663,-2,50000,0,-4,-4
6664,-5,-5,-5,-5,-5
6665,-5,-5,-5,-5,-5
6666,-4,-4,-4,-4,-4
6667,-5,-5,-5,-5,-5
6668,-4,-4,-4,-4,-4
6669,-5,-5,-5,-5,-5
6670,0,-4,-4,-4,-4
6671,-4,-4,-4,-4,-4
6672,-4,-4,-4,-4,-4
6673,-5,-5,-5,-5,-5
6674,-4,-4,-4,-4,-4
6675,-5,-5,-5,-5,-5
6676,-2,35000,-2,-4,-2
6677,0,-4,-4,-4,-4
6678,-4,-4,-4,-4,-4
6679,-4,-4,-4,-4,-4
6680,-4,-4,-4,-4,-4
6681,-4,-4,-4,-4,-4
6682,-4,-4,-4,-4,-4
6683,-5,-5,-5,-5,-5
6684,-5,-5,-5,-5,-5
6685,-5,-5,-5,-5,-5
6686,-5,-5,-5,-5,-5
6687,-5,-5,-5,-5,-5
6688,-5,-5,-5,-5,-5
6689,-5,-5,-5,-5,-5
6690,-5,-5,-5,-5,-5
6691,-5,-5,-5,-5,-5
6692,-5,-5,-5,-5,-5
6693,52000,-4,-4,-4,-4
6694,-4,-4,-4,-4,-4
6695,-5,-5,-5,-5,-5
6696,-5,-5,-5,-5,-5
6697,-4,-4,-4,-4,-4
6698,-4,-4,-4,-4,-4
6699,-5,-5,-5,-5,-5
6700,-5,-5,-5,-5,-5
6701,-5,-5,-5,-5,-5
6702,-5,-5,-5,-5,-5
6703,-1,-4,-4,-4,0
6704,0,-4,-4,-4,-4
6705,19136,-4,-4,-4,-4
6706,38000,-4,-4,-4,-4
6707,358648,-4,-4,-4,-4
6708,70000,-4,-4,-4,-4
6709,-4,-4,-4,-4,-4
6710,-4,-4,-4,-4,-4
6711,40000,-4,-4,-4,-4
6712,-5,-5,-5,-5,-5
6713,-4,-4,-4,-4,-4
6714,-5,-5,-5,-5,-5
6715,-4,-4,-4,-4,-4
6716,-5,-5,-5,-5,-5
6717,-4,-4,-4,-4,-4
6718,-4,-4,-4,-4,-4
6719,-4,-4,-4,-4,-4
6720,-4,-4,-4,-4,-4
6721,-5,-5,-5,-5,-5
6722,-4,-4,-4,-4,-4
6723,-5,-5,-5,-5,-5
6724,-1,-4,-4,-4,-4
6725,-4,-4,-4,-4,-4
6726,-5,-5,-5,-5,-5
6727,-4,-4,-4,-4,-4
6728,-5,-5,-5,-5,-5
6729,34000,-4,-4,-4,-4
6730,-4,-4,-4,-4,-4
6731,-5,-5,-5,-5,-5
6732,-5,-5,-5,-5,-5
6733,-5,-5,-5,-5,-5
6734,-4,-4,-4,-4,-4
6735,-5,-5,-5,-5,-5
6736,-4,-4,-4,-4,-4
6737,-5,-5,-5,-5,-5
6738,-4,-4,-4,-4,-4
6739,-4,-4,-4,-4,-4
6740,0,-4,-4,-4,-4
6741,-1,-4,-4,-4,-4
6742,-4,-4,-4,-4,-4
6743,-5,-5,-5,-5,-5
6744,-4,-4,-4,-4,-4
6745,-4,-4,-4,-4,-4
6746,-4,-4,-4,-4,-4
6747,-5,-5,-5,-5,-5
6748,-4,-4,-4,-4,-4
6749,-5,-5,-5,-5,-5
6750,-5,-5,-5,-5,-5
6751,165000,-4,-4,-4,-4
6752,-4,-4,-4,-4,-4
6753,-5,-5,-5,-5,-5
6754,-5,-5,-5,-5,-5
6755,-5,-5,-5,-5,-5
6756,-4,-4,-4,-4,-4
6757,40000,-4,-4,-4,-4
6758,-5,-5,-5,-5,-5
6759,5000,-4,-4,-4,-4
6760,25000,-4,-4,-4,-4
6761,-4,-4,-4,-4,-4
6762,-5,-5,-5,-5,-5
6763,-4,-4,-4,-4,-4
6764,-2,-2,-2,-2,-4
6765,-4,-4,-4,-4,-4
6766,-5,-5,-5,-5,-5
6767,-5,-5,-5,-5,-5
6768,-5,-5,-5,-5,-5
6769,30000,-4,-4,-4,-4
6770,75000,-4,-4,-4,-4
6771,-5,-5,-5,-5,-5
6772,-4,-4,-4,-4,-4
6773,-4,-4,-4,-4,-4
6774,-4,-4,-4,-4,-4
6775,-4,-4,-4,-4,-4
6776,0,-4,-4,-4,-4
6777,-5,-5,-5,-5,-5
6778,-5,-5,-5,-5,-5
6779,0,-4,-4,-4,-4
6780,-4,-4,-4,-4,-4
6781,-5,-5,-5,-5,-5
6782,-5,-5,-5,-5,-5
6783,30000,-4,-4,-4,-4
6784,-5,-5,-5,-5,-5
6785,0,-4,-4,-4,-4
6786,-4,-4,-4,-4,-4
6787,0,-4,-4,-4,-4
6788,-4,-4,-4,-4,-4
6789,0,-4,-4,-4,-4
6790,-5,-5,-5,-5,-5
6791,-5,-5,-5,-5,-5
6792,-4,-4,-4,-4,-4
6793,-5,-5,-5,-5,-5
6794,-5,-5,-5,-5,-5
6795,-4,-4,-4,-4,-4
6796,30700,-4,-4,-4,-4
6797,-5,-5,-5,-5,-5
6798,-5,-5,-5,-5,-5
6799,-4,-4,-4,-4,-4
6800,-4,-4,-4,-4,-4
6801,-4,-4,-4,-4,-4
6802,-4,-4,-4,-4,-4
6803,40000,-4,-4,-4,-4
6804,-4,-4,-4,-4,-4
6805,98000,-4,-4,-4,-4
6806,-4,-4,-4,-4,-4
6807,-4,-4,-4,-4,-4
6808,-4,-4,-4,-4,-4
6809,-5,-5,-5,-5,-5
6810,-5,-5,-5,-5,-5
6811,-5,-5,-5,-5,-5
6812,-4,-4,-4,-4,-4
6813,-5,-5,-5,-5,-5
6814,-5,-5,-5,-5,-5
6815,14000,-4,-4,-4,-4
6816,109000,-4,-4,-4,-4
6817,24000,-4,-4,-4,-4
6818,-4,-4,-4,-4,-4
6819,24000,-4,-4,-4,-4
6820,-5,-5,-5,-5,-5
6821,-5,-5,-5,-5,-5
6822,-5,-5,-5,-5,-5
6823,-4,-4,-4,-4,-4
6824,-5,-5,-5,-5,-5
6825,55000,-4,-4,-4,-4
6826,358648,-4,-4,-4,-4
6827,-5,-5,-5,-5,-5
6828,-5,-5,-5,-5,-5
6829,-1,-4,-4,-4,-4
6830,-5,-5,-5,-5,-5
6831,-5,-5,-5,-5,-5
6832,-5,-5,-5,-5,-5
6833,-5,-5,-5,-5,-5
6834,-5,-5,-5,-5,-5
6835,24000,-4,-4,-4,-4
6836,-4,-4,-4,-4,-4
6837,-4,-4,-4,-4,-4
6838,-4,-4,-4,-4,-4
6839,89000,-4,-4,-4,-4
6840,82000,-4,-4,-4,-4
6841,-5,-5,-5,-5,-5
6842,-1,-4,-4,-4,1
6843,70000,-4,-4,-4,-4
6844,-4,-4,-4,-4,-4
6845,-4,-4,-4,-4,-4
6846,-4,-4,-4,-4,-4
6847,-4,-4,-4,-4,-4
6848,-4,-4,-4,-4,-4
6849,-4,-4,-4,-4,-4
6850,-5,-5,-5,-5,-5
6851,-5,-5,-5,-5,-5
6852,78434,-4,-4,-4,-4
6853,102000,-4,-4,-4,-4
6854,-4,-4,-4,-4,-4
6855,40000,-4,-4,-4,-4
6856,-4,-4,-4,-4,-4
6857,-5,-5,-5,-5,-5
6858,40000,-4,-4,-4,-4
6859,0,-4,-4,-4,-4
6860,-4,-4,-4,-4,-4
6861,-4,-4,-4,-4,-4
6862,-4,-4,-4,-4,-4
6863,30000,-4,-4,-4,-4
6864,-5,-5,-5,-5,-5
6865,-4,-4,-4,-4,-4
6866,-4,-4,-4,-4,-4
6867,-4,-4,-4,-4,-4
6868,20000,-4,-4,-4,-4
6869,-5,-5,-5,-5,-5
6870,-5,-5,-5,-5,-5
6871,-5,-5,-5,-5,-5
6872,-4,-4,-4,-4,-4
6873,-4,-4,-4,-4,-4
6874,-5,-5,-5,-5,-5
6875,-5,-5,-5,-5,-5
6876,-4,-4,-4,-4,-4
6877,-5,-5,-5,-5,-5
6878,-2,10000,12000,-4,-4
6879,-4,-4,-4,-4,-4
6880,-4,-4,-4,-4,-4
6881,90000,-4,-4,-4,-4
6882,-5,-5,-5,-5,-5
6883,-5,-5,-5,-5,-5
6884,7000,-4,-4,-4,-4
6885,21000,-4,-4,-4,-4
6886,-4,-4,-4,-4,-4
6887,30000,-4,-4,-4,-4
6888,0,-4,-4,-4,-4
6889,2500,-4,-4,-4,-4
6890,-5,-5,-5,-5,-5
6891,4500,-4,-4,-4,-4
6892,-4,-4,-4,-4,-4
6893,-4,-4,-4,-4,-4
6894,-4,-4,-4,-4,-4
6895,-5,-5,-5,-5,-5
6896,-1,-4,-4,-4,-4
6897,80000,-4,-4,-4,-4
6898,-4,-4,-4,-4,-4
6899,-5,-5,-5,-5,-5
6900,-5,-5,-5,-5,-5
6901,-4,-4,-4,-4,-4
6902,-4,-4,-4,-4,-4
6903,-5,-5,-5,-5,-5
6904,-5,-5,-5,-5,-5
6905,-4,-4,-4,-4,-4
6906,-4,-4,-4,-4,-4
6907,-4,-4,-4,-4,-4
6908,-4,-4,-4,-4,-4
6909,-2,35000,36000,-4,-4
6910,-5,-5,-5,-5,-5
6911,-4,-4,-4,-4,-4
6912,-4,-4,-4,-4,-4
6913,-4,-4,-4,-4,-4
6914,80000,-4,-4,-4,-4
6915,-4,-4,-4,-4,-4
6916,-5,-5,-5,-5,-5
6917,-5,-5,-5,-5,-5
6918,-5,-5,-5,-5,-5
6919,-5,-5,-5,-5,-5
6920,-5,-5,-5,-5,-5
6921,-5,-5,-5,-5,-5
6922,-5,-5,-5,-5,-5
6923,-5,-5,-5,-5,-5
6924,-5,-5,-5,-5,-5
6925,-5,-5,-5,-5,-5
6926,-5,-5,-5,-5,-5
6927,-5,-5,-5,-5,-5
6928,-5,-5,-5,-5,-5
6929,-5,-5,-5,-5,-5
6930,-4,-4,-4,-4,-4
6931,-4,-4,-4,-4,-4
6932,-4,-4,-4,-4,-4
6933,-5,-5,-5,-5,-5
6934,-5,-5,-5,-5,-5
6935,-5,-5,-5,-5,-5
6936,-5,-5,-5,-5,-5
6937,-5,-5,-5,-5,-5
6938,42000,-4,-4,-4,-4
6939,-4,-4,-4,-4,-4
6940,-5,-5,-5,-5,-5
6941,-4,-4,-4,-4,-4
6942,0,-4,-4,-4,-4
6943,-5,-5,-5,-5,-5
6944,-5,-5,-5,-5,-5
6945,-5,-5,-5,-5,-5
6946,-5,-5,-5,-5,-5
6947,-5,-5,-5,-5,-5
6948,-4,-4,-4,-4,-4
6949,22000,-4,-4,-4,-4
6950,0,-4,-4,-4,-4
6951,-5,-5,-5,-5,-5
6952,-4,-4,-4,-4,-4
6953,-4,-4,-4,-4,-4
6954,-5,-5,-5,-5,-5
6955,0,-4,-4,-4,-4
6956,-5,-5,-5,-5,-5
6957,-4,-4,-4,-4,-4
6958,0,-4,-4,-4,-4
6959,-4,-4,-4,-4,-4
6960,-4,-4,-4,-4,-4
6961,-5,-5,-5,-5,-5
6962,-4,-4,-4,-4,-4
6963,-5,-5,-5,-5,-5
6964,-5,-5,-5,-5,-5
6965,-5,-5,-5,-5,-5
6966,-4,-4,-4,-4,-4
6967,-4,-4,-4,-4,-4
6968,-4,-4,-4,-4,-4
6969,-4,-4,-4,-4,-4
6970,-4,-4,-4,-4,-4
6971,-4,-4,-4,-4,-4
6972,50000,-4,-4,-4,-4
6973,-5,-5,-5,-5,-5
6974,-5,-5,-5,-5,-5
6975,-5,-5,-5,-5,-5
6976,-5,-5,-5,-5,-5
6977,-5,-5,-5,-5,-5
6978,-5,-5,-5,-5,-5
6979,-5,-5,-5,-5,-5
6980,-5,-5,-5,-5,-5
6981,-5,-5,-5,-5,-5
6982,-5,-5,-5,-5,-5
6983,-5,-5,-5,-5,-5
6984,-5,-5,-5,-5,-5
6985,-5,-5,-5,-5,-5
6986,-5,-5,-5,-5,-5
6987,-5,-5,-5,-5,-5
6988,-4,-4,-4,-4,-4
6989,-4,-4,-4,-4,-4
6990,-4,-4,-4,-4,-4
6991,-4,-4,-4,-4,-4
6992,-5,-5,-5,-5,-5
6993,-4,-4,-4,-4,-4
6994,-4,-4,-4,-4,-4
6995,-4,-4,-4,-4,-4
6996,40000,-4,-4,-4,-4
6997,-4,-4,-4,-4,-4
6998,32000,-4,-4,-4,-4
6999,-4,-4,-4,-4,-4
7000,-5,-5,-5,-5,-5
7001,-5,-5,-5,-5,-5
7002,-4,-4,-4,-4,-4
7003,-4,-4,-4,-4,-4
7004,-5,-5,-5,-5,-5
7005,-4,-4,-4,-4,-4
7006,-5,-5,-5,-5,-5
7007,-5,-5,-5,-5,-5
7008,-4,-4,-4,-4,-4
7009,-5,-5,-5,-5,-5
7010,0,-4,-4,-4,-4
7011,-5,-5,-5,-5,-5
7012,-5,-5,-5,-5,-5
7013,-5,-5,-5,-5,-5
7014,-5,-5,-5,-5,-5
7015,-5,-5,-5,-5,-5
7016,-5,-5,-5,-5,-5
7017,-5,-5,-5,-5,-5
7018,-4,-4,-4,-4,-4
7019,-5,-5,-5,-5,-5
7020,-5,-5,-5,-5,-5
7021,-5,-5,-5,-5,-5
7022,-5,-5,-5,-5,-5
7023,-5,-5,-5,-5,-5
7024,-5,-5,-5,-5,-5
7025,54000,-4,-4,-4,-4
7026,-5,-5,-5,-5,-5
7027,-5,-5,-5,-5,-5
7028,-5,-5,-5,-5,-5
7029,-5,-5,-5,-5,-5
7030,-5,-5,-5,-5,-5
7031,-5,-5,-5,-5,-5
7032,-5,-5,-5,-5,-5
7033,-5,-5,-5,-5,-5
7034,-5,-5,-5,-5,-5
7035,-5,-5,-5,-5,-5
7036,-5,-5,-5,-5,-5
7037,-5,-5,-5,-5,-5
7038,-5,-5,-5,-5,-5
7039,-5,-5,-5,-5,-5
7040,-5,-5,-5,-5,-5
7041,-5,-5,-5,-5,-5
7042,-5,-5,-5,-5,-5
7043,-5,-5,-5,-5,-5
7044,-5,-5,-5,-5,-5
7045,-5,-5,-5,-5,-5
7046,28000,-4,-4,-4,-4
7047,-5,-5,-5,-5,-5
7048,51600,-4,-4,-4,-4
7049,-4,-4,-4,-4,-4
7050,-4,-4,-4,-4,-4
7051,-5,-5,-5,-5,-5
7052,-5,-5,-5,-5,-5
7053,-5,-5,-5,-5,-5
7054,75000,-4,-4,-4,-4
7055,-5,-5,-5,-5,-5
7056,-5,-5,-5,-5,-5
7057,-5,-5,-5,-5,-5
7058,-5,-5,-5,-5,-5
